run,episode,epsilon,train_return,return,pct_at_target,pct_correct,pct_stopped,dose_rate,seconds
dqn_seed1,416,1.0,-1.6673326458545608,-1.4540436348592112,72.5,72.5,0.0,1.4421295018890123,0.3049018383026123
dqn_seed1,800,1.0,-1.7392308518957293,-1.4540436348592112,72.5,72.5,0.0,1.4421295018890123,0.5932345390319824
dqn_seed1,1216,0.9612,-1.9646371633987347,-0.7878019735704568,80.25,89.5,10.5,1.6534987557784262,7.711235523223877
dqn_seed1,1600,0.9224,-1.7827175503258026,-0.8626198203627122,78.5,88.0,11.25,1.526642717008649,15.248536348342896
dqn_seed1,2016,0.8803666666666666,-1.5586119932628077,-0.7954713812355634,78.5,87.25,10.75,1.5942770295152269,23.79935908317566
dqn_seed1,2400,0.8415666666666667,-1.7332716010040332,-0.8317470129555014,78.75,88.75,11.75,1.4758676312627812,31.581637620925903
dqn_seed1,2816,0.7995333333333333,-1.5901476835427137,-0.8261034445896271,80.75,89.5,10.0,1.5249651735829184,40.20814871788025
dqn_seed1,3200,0.7607333333333334,-1.629716403132634,-0.8157334195978817,80.5,88.5,9.5,1.6048402512637672,44.34079647064209
dqn_seed1,3616,0.7187,-1.511077643099649,-0.7852426053515393,79.75,87.75,9.0,1.6306673355048873,48.74862289428711
dqn_seed1,4000,0.6799,-1.549162551872899,-0.7777513309119578,79.25,88.0,10.0,1.6645758942619127,52.83428740501404
dqn_seed1,4416,0.6378666666666666,-1.4760718181216146,-0.7970431572846438,81.5,88.25,7.249999999999999,1.6535196014620832,57.579456090927124
dqn_seed1,4800,0.5990666666666666,-1.3391266874542544,-0.789364871272149,79.25,88.5,11.25,1.6114632920561431,61.8451189994812
dqn_seed1,5216,0.5570333333333333,-1.366590870007872,-0.7704063112702728,80.5,89.5,10.75,1.8350460516628353,66.45707631111145
dqn_seed1,5600,0.5182333333333333,-1.2012826776131809,-0.7897838770214216,79.0,87.75,10.0,1.7203095199643934,70.30723929405212
dqn_seed1,6016,0.47619999999999996,-1.3174194586738466,-0.7889736388256963,79.75,89.0,10.75,1.5990685654173433,75.97748231887817
dqn_seed1,6400,0.4374,-1.2095062970459387,-0.7694548344084561,79.25,87.75,10.25,1.7105901615508015,87.01268482208252
dqn_seed1,6816,0.39536666666666676,-1.1654527284795635,-0.7548025166349922,79.5,89.25,11.75,1.7005679051685947,96.59374022483826
dqn_seed1,7200,0.3565666666666667,-1.0601351949911568,-0.7933606168905237,79.75,89.75,12.0,1.5954298234297437,103.28014731407166
dqn_seed1,7616,0.31453333333333333,-1.0668079587055221,-0.778324142997806,81.75,89.75,9.25,1.8069957537722965,108.60215830802917
dqn_seed1,8000,0.2757333333333333,-1.0323398777366901,-0.7691977856361958,78.25,87.25,10.5,1.6195717987759597,113.138742685318
dqn_seed1,8416,0.23370000000000002,-0.8989371707389141,-0.7722397791706098,78.75,88.0,11.0,1.637972658246261,117.71354484558105
dqn_seed1,8800,0.19490000000000007,-0.8451292599582826,-0.7721013677134927,79.0,89.0,12.5,1.6630235760481178,121.87890863418579
dqn_seed1,9216,0.1528666666666667,-0.8655585050369405,-0.7656199048749613,80.75,88.75,9.0,1.7824161326575796,129.85189390182495
dqn_seed1,9600,0.11406666666666665,-0.7713141964753958,-0.7831679920110788,78.5,87.75,11.25,1.5867552227702861,137.50950956344604
dqn_seed1,10016,0.0720333333333334,-0.8098892851557893,-0.7960994749258228,78.0,87.0,10.0,1.5841634922456145,145.963853597641
dqn_seed1,10400,0.03323333333333334,-0.7792381097917946,-0.7700743435245792,79.75,89.0,11.25,1.8061533423804392,153.5286889076233
dqn_seed1,10816,0.030000000000000027,-0.6717061042831893,-0.7555555001114738,81.25,89.5,9.5,1.7766460095031928,161.7309148311615
dqn_seed1,11200,0.030000000000000027,-0.7884813567367709,-0.7514435821416278,80.25,89.0,10.75,1.802046898028176,169.3230903148651
dqn_seed1,11616,0.030000000000000027,-0.8765475887047595,-0.7642135534209108,78.25,87.25,11.25,1.7455332639284666,177.86419892311096
dqn_seed1,12000,0.030000000000000027,-0.8545382609931448,-0.7613750106271333,79.25,88.75,11.75,1.730151246897745,185.58342456817627
dqn_seed1,12416,0.030000000000000027,-0.7545461451428974,-0.7634948059576055,78.0,87.5,12.25,1.682611726097506,193.32772254943848
dqn_seed1,12800,0.030000000000000027,-0.7538827356880177,-0.7518834155112769,79.25,88.5,11.25,1.7797166131741675,200.19867777824402
dqn_seed1,13216,0.030000000000000027,-0.7670530508447021,-0.7659071157506494,79.25,88.5,11.75,1.716530721139219,207.48548936843872
dqn_seed1,13600,0.030000000000000027,-0.7035964761296057,-0.7515778413818063,79.25,88.5,11.75,1.7484836209026144,213.86851620674133
dqn_seed1,14016,0.030000000000000027,-0.6630642160041295,-0.7553364409567485,80.5,89.75,11.5,1.7824951486126357,219.51864433288574
dqn_seed1,14400,0.030000000000000027,-0.8120647569030965,-0.7555576957265754,78.75,88.25,11.0,1.7762615337859433,224.83574843406677
dqn_seed1,14816,0.030000000000000027,-0.6991610269641364,-0.7472019055382216,81.25,90.5,11.0,1.8253520069423064,230.70052361488342
dqn_seed1,15200,0.030000000000000027,-0.7664349901049167,-0.7576680207592671,78.75,88.0,11.75,1.6789677428585896,235.77233839035034
dqn_seed1,15616,0.030000000000000027,-0.7524649343191381,-0.7481225611995008,79.5,88.5,11.25,1.8190645611847658,241.56771683692932
dqn_seed1,16000,0.030000000000000027,-0.6687398068449419,-0.7468357320750405,80.75,89.5,11.0,1.7559049595140612,247.16959285736084
