run,episode,epsilon,train_return,return,pct_at_target,pct_correct,pct_stopped,dose_rate,seconds
dqn_flares,416,1.0,-1.9448069779585238,-3.089629275825355,38.75,38.75,0.0,0.7758446818524408,0.4033036231994629
dqn_flares,800,1.0,-2.213602635854279,-3.089629275825355,38.75,38.75,0.0,0.7758446818524408,0.7561612129211426
dqn_flares,1216,0.9612,-1.8865076195587835,-1.011890746950876,75.5,84.5,11.75,1.9103342958037064,8.5914888381958
dqn_flares,1600,0.9224,-1.8299118400473047,-1.0091762481010287,71.0,79.5,15.25,1.6870021498486774,16.649831771850586
dqn_flares,2016,0.8803666666666666,-1.855492025101402,-1.0208569618860992,72.75,79.5,9.75,1.7333272285539962,25.101552963256836
dqn_flares,2400,0.8415666666666667,-1.878037041232704,-0.9966538462702559,73.25,80.75,11.0,1.6330464383191208,33.06609535217285
dqn_flares,2816,0.7995333333333333,-1.806770460216368,-1.0158135422830774,74.5,82.25,12.0,1.6089434821170272,41.79493808746338
dqn_flares,3200,0.7607333333333334,-1.8003071939259279,-0.9900837710238768,71.5,79.5,12.75,1.600806519834312,49.67246651649475
dqn_flares,3616,0.7187,-1.6921804751483278,-0.9437099982226619,74.0,82.75,14.249999999999998,1.7959113282216543,58.32777214050293
dqn_flares,4000,0.6799,-1.8079104586838335,-0.9537033363628822,74.0,81.25,11.25,1.826001490072569,66.20573115348816
dqn_flares,4416,0.6378666666666666,-1.458792460191136,-0.9401424221677559,74.75,81.0,10.75,1.8567543014506414,75.26318311691284
dqn_flares,4800,0.5990666666666666,-1.724295502464238,-0.9317794597493299,75.5,83.25,11.25,1.8022124125689691,82.6040871143341
dqn_flares,5216,0.5570333333333333,-1.4856896260618564,-0.9417476009480882,74.0,82.5,13.5,1.6922149548726582,91.58823561668396
dqn_flares,5600,0.5182333333333333,-1.305935914340673,-0.9433047124250681,75.75,83.75,12.25,1.6551634619566278,99.71478939056396
dqn_flares,6016,0.47619999999999996,-1.4310477288618098,-0.9494777974870123,74.25,82.0,12.75,1.7928560822252646,105.79126071929932
dqn_flares,6400,0.4374,-1.2936702617569769,-0.9267955010022624,76.75,84.5,12.25,1.9035423656432142,112.70168995857239
dqn_flares,6816,0.39536666666666676,-1.2094606597732178,-0.9384370467993846,73.75,82.0,13.0,1.7459740517001472,120.20071077346802
dqn_flares,7200,0.3565666666666667,-1.241617227363044,-0.9259338435173976,73.25,81.25,13.5,1.8530136674313065,124.16365122795105
dqn_flares,7616,0.31453333333333333,-1.2537296889543,-0.9051259887043305,75.75,84.5,13.25,1.8453538863555656,128.5508291721344
dqn_flares,8000,0.2757333333333333,-1.1466284957395985,-0.9002715868174274,77.0,84.75,10.75,1.8728815823030494,133.758891582489
dqn_flares,8416,0.23370000000000002,-1.071290780428821,-0.8929621168460387,74.75,84.25,15.25,1.8613729647935315,138.66821026802063
dqn_flares,8800,0.19490000000000007,-1.1123766081957407,-0.9094773842725536,75.75,84.25,13.0,1.843432191277872,143.00377559661865
dqn_flares,9216,0.1528666666666667,-1.0981678763458727,-0.9235451695110781,72.25,82.25,17.5,1.74977764166255,147.60774850845337
dqn_flares,9600,0.11406666666666665,-0.9451403288004849,-0.9129840772902269,74.0,82.5,13.5,1.8160451308270371,154.7101390361786
dqn_flares,10016,0.0720333333333334,-0.9003017526982197,-0.906772239426549,73.75,82.75,13.750000000000002,1.8342518012001212,162.97925066947937
dqn_flares,10400,0.03323333333333334,-0.9664821152749424,-0.8990214582172849,76.0,84.75,13.25,1.9237502464269034,170.77249121665955
dqn_flares,10816,0.030000000000000027,-0.9039826977414781,-0.9197716504410246,76.0,85.5,15.25,1.8243713524383753,179.28671622276306
dqn_flares,11200,0.030000000000000027,-0.9374332498061668,-0.8897453382757056,76.75,85.5,13.5,1.9262545324572176,186.68648862838745
dqn_flares,11616,0.030000000000000027,-0.9850228551800373,-0.8911298844510682,75.75,85.0,15.25,1.9180838341634285,194.52645087242126
dqn_flares,12000,0.030000000000000027,-0.8806588807300463,-0.8820224438111053,75.75,85.0,14.000000000000002,1.8877485978565256,201.21579432487488
dqn_flares,12416,0.030000000000000027,-0.8655715052804686,-0.8941282071789743,77.0,85.5,12.75,1.8631400446413349,208.5018925666809
dqn_flares,12800,0.030000000000000027,-0.8539562690138832,-0.8811275444307108,77.5,86.25,12.75,1.9500756152587733,214.18560576438904
dqn_flares,13216,0.030000000000000027,-0.9554339642045193,-0.8827067625373372,75.5,84.5,14.249999999999998,1.9756386057436575,219.87982201576233
dqn_flares,13600,0.030000000000000027,-0.8265902323940854,-0.8668704470126423,77.75,86.75,14.499999999999998,2.0192761000788675,224.7677206993103
dqn_flares,14016,0.030000000000000027,-0.8217641066772836,-0.8848805470734997,76.75,85.5,13.750000000000002,1.8854152624854732,230.0256712436676
dqn_flares,14400,0.030000000000000027,-0.8254007553880823,-0.8820252866879759,76.5,86.0,15.5,1.842712077299791,235.35459089279175
dqn_flares,14816,0.030000000000000027,-0.9167933852612755,-0.8762386936090997,78.0,86.75,13.25,1.9329138224002997,241.39187335968018
dqn_flares,15200,0.030000000000000027,-0.9016724229173415,-0.8663236734746499,79.0,88.0,13.5,2.010750181275209,245.62423372268677
dqn_flares,15616,0.030000000000000027,-0.9765374623618632,-0.9042767200317204,76.25,85.5,14.499999999999998,1.8159332106601906,254.3342957496643
dqn_flares,16000,0.030000000000000027,-0.8684012515930303,-0.8887627026212068,76.0,85.25,15.0,1.9147436478378177,257.04759883880615
