run,episode,epsilon,train_return,return,pct_at_target,pct_correct,pct_stopped,dose_rate,seconds
dqn_cost0.4,416,1.0,-4.238640176824484,-4.012756299953341,40.0,40.0,0.0,0.777943402678028,0.3489525318145752
dqn_cost0.4,800,1.0,-4.423876313052649,-4.012756299953341,40.0,40.0,0.0,0.777943402678028,0.6140198707580566
dqn_cost0.4,1216,0.9612,-4.202063988337446,-2.019282348299819,44.0,55.50000000000001,54.25,1.167906758748252,8.253409385681152
dqn_cost0.4,1600,0.9224,-3.97584706232378,-1.9946905542764426,32.0,43.5,66.5,0.8979973829301369,16.066173315048218
dqn_cost0.4,2016,0.8803666666666666,-3.9937917694662772,-1.9653500040822685,33.0,44.5,63.0,0.8795218054436721,24.54745078086853
dqn_cost0.4,2400,0.8415666666666667,-3.86197764967918,-1.9768312304400881,35.5,47.0,62.0,1.004965536611852,32.43023633956909
dqn_cost0.4,2816,0.7995333333333333,-3.6081233466291405,-1.9803304422357053,34.75,46.25,60.25,0.8816642953365164,40.936660051345825
dqn_cost0.4,3200,0.7607333333333334,-3.6337990745768316,-1.947067981039943,35.25,46.75,60.25,1.030967266307201,48.8789119720459
dqn_cost0.4,3616,0.7187,-3.3281807424015994,-1.9581500446779694,36.0,47.5,59.5,1.0553792669267235,57.33681082725525
dqn_cost0.4,4000,0.6799,-3.4207879060370305,-1.9412969172404646,30.75,42.25,64.75,1.0757139164640628,65.89571452140808
dqn_cost0.4,4416,0.6378666666666666,-3.1512137329436047,-1.9467153053378536,35.75,47.25,60.0,0.9365787045083636,73.70082306861877
dqn_cost0.4,4800,0.5990666666666666,-3.2381583855645406,-1.9488487672673522,35.75,47.25,59.75,0.9869425680802938,81.66681718826294
dqn_cost0.4,5216,0.5570333333333333,-2.9986381452382056,-1.922499606467077,32.0,43.5,64.25,0.9984006398949538,90.52031469345093
dqn_cost0.4,5600,0.5182333333333333,-2.8183991538149957,-1.930439738056689,36.25,47.75,59.0,0.9988552176783843,98.43599796295166
dqn_cost0.4,6016,0.47619999999999996,-2.6503763472880504,-1.9595997736301882,38.0,49.5,58.75,1.0906776217400733,106.98122692108154
dqn_cost0.4,6400,0.4374,-2.571852336933528,-1.9310403907844256,32.75,44.25,62.5,0.9321691452594228,114.6979329586029
dqn_cost0.4,6816,0.39536666666666676,-2.514522151367547,-1.9250292907588056,33.5,45.0,62.74999999999999,1.0361556654652746,122.9755277633667
dqn_cost0.4,7200,0.3565666666666667,-2.471574781031033,-1.9283036358537533,33.75,45.25,62.5,1.0472811220001255,130.96806716918945
dqn_cost0.4,7616,0.31453333333333333,-2.5068653937213763,-1.9193433234887527,35.5,47.0,62.5,1.031779061118041,139.2184579372406
dqn_cost0.4,8000,0.2757333333333333,-2.351471194568799,-1.9243592429229261,34.75,46.25,61.5,0.9623225213914544,146.7911081314087
dqn_cost0.4,8416,0.23370000000000002,-2.2443353452064687,-1.9097462388002018,34.25,45.75,61.75000000000001,0.9858517574234549,155.03233766555786
dqn_cost0.4,8800,0.19490000000000007,-2.2672947412610616,-1.9150258618157614,35.0,46.5,62.25000000000001,1.010293609047171,162.6857681274414
dqn_cost0.4,9216,0.1528666666666667,-2.2064593659078686,-1.9165889045633406,34.75,46.25,62.74999999999999,0.9405397868166031,171.09056544303894
dqn_cost0.4,9600,0.11406666666666665,-2.101627428241606,-1.9099903108013505,34.25,45.75,63.24999999999999,0.9298043392333463,178.53823018074036
dqn_cost0.4,10016,0.0720333333333334,-1.9728858892277925,-1.9125844836267987,33.25,44.75,63.0,0.9051227610115025,186.30054831504822
dqn_cost0.4,10400,0.03323333333333334,-1.9628243278852031,-1.9039811892232652,34.0,45.5,62.5,0.9765984109816389,193.0140082836151
dqn_cost0.4,10816,0.030000000000000027,-1.9393010237338015,-1.9062847149373523,34.75,46.25,61.25000000000001,0.9832590574028499,200.4091477394104
dqn_cost0.4,11200,0.030000000000000027,-1.9897352850032037,-1.9017886700021176,34.75,46.25,61.5,0.9850747910231366,206.17707872390747
dqn_cost0.4,11616,0.030000000000000027,-1.9910849643726662,-1.893945571675958,34.75,46.25,61.75000000000001,0.9910156589926402,211.8834364414215
dqn_cost0.4,12000,0.030000000000000027,-1.9116625133416765,-1.9049140047903699,34.25,45.75,62.5,0.9769769630846838,216.8330225944519
dqn_cost0.4,12416,0.030000000000000027,-1.8763083045665783,-1.9005428366436525,35.25,46.75,62.25000000000001,0.9499197325179687,221.9325499534607
dqn_cost0.4,12800,0.030000000000000027,-1.882367753399557,-1.9067184262326142,36.0,47.5,60.5,0.9367435563146396,227.17096590995789
dqn_cost0.4,13216,0.030000000000000027,-1.930143187415422,-1.9023189991544507,36.5,48.0,59.5,0.8633931295952556,233.14178848266602
dqn_cost0.4,13600,0.030000000000000027,-1.874325357784511,-1.898168383847979,36.0,47.5,59.5,0.9822407914631475,237.97554206848145
dqn_cost0.4,14016,0.030000000000000027,-1.843412531757045,-1.897810502938736,35.25,46.75,60.0,0.9017439632317013,241.20812344551086
dqn_cost0.4,14400,0.030000000000000027,-1.9868265222739996,-1.8950005083577488,34.5,46.0,61.25000000000001,0.9948963386301469,243.86598229408264
dqn_cost0.4,14816,0.030000000000000027,-1.9781176442846677,-1.8866399308104789,36.0,47.5,59.75,0.969982326032135,246.95080184936523
dqn_cost0.4,15200,0.030000000000000027,-1.9317562545694666,-1.8891370339110443,36.25,47.75,59.25,0.9832732386042955,249.89034581184387
